,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
10,78,97,59,9,86,84,45,50,29,92,43,67,8,8,83,49,26,81,44,57,25,92,74,31,97,26,64,16,3,84,67,50,48,69,43,87,16,33,18,48,74,17,35,21,74,47,47,2,4,37,97,95,25,20,26,92,84,18,38,78,88,30,15,32,18,12,50,29,51,34,94,15,40,11,75,91,59,37,26,46,56,26,27,20,26,76,53,20,59,20,28,59,7,9,29,79,79,80,20,63,80,17,62,6,34,75,39,76,89,72,87,94,62,58,66,41,3,95,54,66,66,89,28,95,62,30,67,80,47,55,46,91,77,58,84,53,80,59,61,21,53,93,22,45,80,52,27,18,92,33,13,84,43,23,67,20,31,79,65,22,6,8,77,38,51,1,27,68,58,64,48,98,81,62,34,86,23,9,26,27,89,64,65,63,37,45,12,10,56,18,37,38,1,40,49,87,39,95,32,72,75,87,9,23,94,98,40,4,26,29,66,15,65,53,75,73,77,35,91,61,31,15,30,55,54,42,76,49,65,93,74,3,64,96,81,12,22,2,10,94,54,88,67,31,37,43,49,31,6,56,82,49,33,58,99,91,79,79,46,26,46,89,58,38,27,74,49,13,79,3,62,37,57,87,83,15,90,78,42,80,19,13,72,95,2,57,53,72,4,71,64,97,68,98,52,65,68,69,92,95,72,12,87,48,80,1,85,70,40,92,28,68,30,8,75,12,87,12,18,30,2,49,93,44,83,45,1,88,19,35,60,13,27,8,85,74,27,99,81,52,65,70,24,24,5,42,39,99,85,51,43,95,84,62,45,80,57,9,68,94,29,65,84,8,15,29,30,35,60,63,96,13,6,22,3,63,32,94,86,20,34,10,88,79,31,6,33,32,66,62,34,24,64,42,67,48,61,6,23,60
11,64,59,22,93,15,64,18,75,82,91,68,86,97,18,10,17,3,15,17,89,80,51,92,78,69,53,66,16,49,50,78,60,5,29,98,97,29,35,78,41,17,98,63,39,97,80,86,19,17,70,54,25,28,53,2,26,94,87,1,52,29,46,80,51,68,69,57,26,1,49,19,6,7,92,78,88,11,46,68,4,92,20,2,81,78,2,36,32,70,75,63,53,65,84,9,50,31,11,13,57,49,50,92,95,52,17,40,19,95,4,86,5,2,59,55,97,44,36,63,51,95,35,95,66,40,2,63,25,96,76,83,57,52,58,88,69,72,18,21,27,38,94,99,26,62,44,56,9,4,42,82,45,73,71,42,29,81,52,41,2,1,58,57,16,68,35,74,7,33,83,19,39,25,4,41,47,60,14,30,46,53,59,53,18,75,13,77,40,29,37,84,43,75,57,63,20,60,48,34,71,29,67,56,68,90,1,86,8,7,93,37,76,48,43,47,76,75,40,45,79,52,33,42,19,70,76,15,32,76,92,78,33,20,95,82,90,93,49,44,84,58,45,58,59,99,58,44,85,99,54,13,94,70,26,73,34,69,26,37,37,97,51,78,75,80,9,3,39,40,31,17,93,40,90,1,93,8,47,17,90,43,62,41,54,50,13,50,38,24,87,47,73,45,25,43,91,31,42,18,4,4,88,49,21,87,45,40,47,21,37,50,66,93,9,13,10,91,45,82,46,15,89,9,39,38,63,65,27,45,11,93,90,38,38,67,74,40,89,21,97,51,59,90,50,92,17,44,87,94,77,93,17,76,8,81,29,10,53,50,47,48,55,5,15,61,14,74,22,18,84,54,25,79,24,87,97,85,90,58,94,29,18,80,27,4,95,87,44,18,40,7,1,11,38,64,1,57,2,87,15
12,57,51,49,5,82,76,16,70,55,96,57,59,19,34,62,53,3,59,25,36,65,59,52,7,71,11,79,96,25,83,11,80,19,19,94,85,48,64,34,16,34,61,61,75,52,2,20,92,48,84,30,53,30,83,47,93,61,67,30,46,51,55,26,9,97,5,44,96,28,46,95,13,69,8,63,89,93,21,72,22,39,35,27,81,67,83,56,92,21,54,53,21,75,46,38,89,99,15,19,83,63,23,33,79,16,10,6,42,79,79,60,86,82,4,92,15,80,59,75,76,52,20,16,28,76,51,86,84,13,71,46,13,71,58,34,48,71,74,39,60,71,34,94,73,91,67,57,49,49,20,14,48,95,35,8,49,64,78,82,58,29,80,89,71,11,75,32,48,11,76,1,3,30,23,31,81,88,15,36,8,88,11,77,43,6,27,41,29,47,70,14,6,58,39,19,88,77,4,57,57,34,31,85,82,98,69,29,8,3,48,34,40,83,31,15,77,98,1,93,48,20,85,32,11,22,78,71,67,17,2,67,9,22,23,59,88,26,55,71,67,54,11,48,25,96,55,49,9,12,34,39,11,78,61,21,88,71,12,98,97,74,85,56,72,33,71,76,66,20,97,95,52,22,30,32,25,37,11,92,57,13,15,52,31,10,92,36,46,14,53,51,17,73,25,46,26,47,19,59,99,93,88,90,62,61,83,66,93,72,12,79,28,36,46,3,77,14,33,32,44,67,90,25,98,77,61,4,10,86,79,72,57,8,93,15,36,13,45,2,70,18,99,57,93,90,3,68,74,74,38,95,31,44,33,53,40,74,33,24,71,73,47,92,4,31,2,41,25,81,26,53,53,46,15,53,45,17,67,29,39,37,39,28,44,42,56,86,3,40,40,40,40,94,13,64,41,2,95,90,22
13,97,41,54,67,60,20,18,18,45,15,63,75,15,15,17,89,65,34,7,64,73,12,44,11,56,16,96,32,67,3,39,46,24,40,65,47,91,82,53,6,71,1,82,54,13,82,89,41,49,14,31,57,85,2,12,52,71,88,90,29,62,36,25,54,97,11,35,44,99,90,51,88,36,49,56,58,18,38,22,77,93,72,77,50,98,69,40,93,34,66,6,12,19,34,93,50,41,26,3,18,22,56,20,87,10,3,79,28,26,34,88,66,20,49,78,57,75,65,82,78,21,77,67,74,44,78,84,28,22,56,20,37,63,49,12,74,79,34,51,80,5,15,92,88,34,86,1,80,61,47,69,86,53,38,97,90,51,81,58,81,34,26,3,59,88,77,46,8,98,91,26,52,81,99,6,54,65,72,72,12,81,95,22,64,71,32,83,49,60,59,56,78,58,65,34,12,60,42,60,90,4,43,65,50,60,41,80,18,4,44,35,63,67,33,31,44,43,81,91,60,53,41,59,40,17,44,48,23,47,49,43,18,90,30,88,2,94,98,48,54,99,78,2,80,60,82,36,40,51,78,74,30,96,40,62,38,66,2,61,29,99,59,89,42,44,30,59,13,6,24,4,14,18,20,18,39,6,52,20,83,2,5,18,85,3,18,17,41,46,26,31,19,72,38,69,92,22,22,80,70,97,49,3,87,64,4,65,59,55,58,49,39,5,52,49,82,87,65,68,45,88,13,90,92,45,31,47,52,30,24,41,76,55,55,55,83,89,5,11,53,17,34,68,75,49,65,20,97,34,52,52,87,3,11,23,85,26,91,84,85,36,48,66,66,26,65,30,30,55,26,66,83,47,85,98,62,65,50,57,50,53,80,95,30,30,88,80,39,90,23,32,45,12,38,13,52,33,9,11,80
14,75,9,24,91,22,88,16,3,7,94,24,6,47,47,91,30,37,49,24,24,60,54,16,89,24,18,61,70,57,15,89,7,53,98,63,37,66,71,6,62,15,81,4,85,68,15,44,94,99,23,16,20,50,68,49,14,33,95,81,89,20,79,90,92,37,89,38,87,82,73,59,65,12,87,87,1,81,57,92,21,72,19,79,2,78,72,46,41,79,99,59,26,15,33,53,57,63,44,77,95,84,77,90,75,9,29,50,41,4,41,59,45,49,52,51,56,97,34,73,47,18,74,86,89,40,56,30,39,88,16,84,65,60,78,13,78,58,43,28,44,26,36,31,80,25,73,60,36,85,92,63,76,30,90,50,37,76,21,14,2,81,28,90,28,99,36,99,50,5,50,11,71,30,46,74,33,91,38,8,56,70,82,87,79,53,88,56,64,55,36,9,24,80,51,12,52,36,47,98,72,20,80,92,66,18,72,3,27,32,93,21,87,42,34,67,61,72,99,87,7,39,19,68,76,68,49,77,25,16,25,98,73,17,75,27,84,41,70,80,24,48,70,69,24,74,78,25,87,72,62,29,40,50,5,6,73,71,27,15,33,40,30,47,10,52,56,69,54,19,96,76,39,22,97,63,89,13,35,68,1,15,68,70,17,15,37,95,12,73,3,85,93,16,1,25,38,22,10,84,5,59,9,54,36,99,75,64,13,41,6,74,94,67,95,31,63,10,22,33,6,61,44,28,10,14,29,17,40,12,44,20,9,91,25,63,22,13,66,45,55,28,29,98,70,4,65,70,36,76,7,41,99,57,72,16,1,26,3,85,7,8,7,84,36,32,62,52,83,49,17,88,47,21,61,45,36,55,13,64,98,31,70,57,59,10,24,83,75,97,78,61,96,19,36,56,65,52,60,27,38
15,61,28,84,54,96,21,81,76,55,63,34,96,61,14,84,86,6,31,47,20,28,80,87,48,42,64,17,91,77,71,62,81,36,54,3,84,97,82,29,43,42,4,56,26,95,67,19,47,29,46,54,89,36,96,95,74,64,61,77,36,89,72,52,15,32,15,45,60,73,42,83,74,64,24,71,52,63,17,81,53,57,37,99,85,56,27,70,62,86,38,52,77,66,97,60,53,42,61,49,76,35,38,81,15,58,13,39,10,91,14,42,11,92,44,70,72,9,61,29,18,42,30,33,35,43,98,90,5,61,45,13,46,7,7,86,72,30,1,5,20,50,32,39,76,60,69,66,84,14,21,42,5,30,88,77,80,8,14,31,36,22,2,8,23,1,30,69,74,42,23,29,96,22,65,28,12,73,44,22,38,49,29,8,3,1,15,14,57,81,36,19,8,43,80,69,56,62,62,21,56,3,95,38,1,56,27,63,47,20,99,69,72,82,83,16,54,46,30,70,75,96,82,86,54,1,44,35,15,61,48,16,11,41,51,90,60,44,87,72,35,35,11,47,63,91,14,78,52,30,24,2,48,60,71,43,85,9,54,81,61,70,7,7,37,29,72,63,31,54,30,62,20,89,2,81,93,98,17,84,10,2,55,23,17,66,18,59,13,18,29,20,29,42,93,37,93,1,66,79,47,95,13,85,44,67,79,63,97,84,27,56,74,68,78,46,70,43,93,55,35,8,9,87,14,19,92,86,62,78,3,42,59,34,57,18,76,52,84,34,7,97,27,77,80,59,58,30,68,44,68,63,20,23,3,35,19,27,35,76,75,74,2,72,15,63,37,24,29,79,98,3,13,85,43,92,87,36,33,38,1,47,79,35,87,6,54,22,96,73,84,31,5,7,58,44,85,81,2,90,31
16,12,40,82,65,7,18,66,78,1,45,83,97,31,7,90,26,69,35,35,51,90,52,54,58,78,6,39,50,84,23,78,50,53,87,99,35,25,92,82,20,57,18,76,69,24,45,64,21,36,64,77,66,80,38,86,14,10,29,91,9,1,45,13,7,58,85,52,62,61,37,28,24,78,53,17,66,59,4,60,71,23,43,79,4,34,88,99,82,40,70,80,7,45,36,9,70,94,48,56,34,34,19,43,40,8,98,67,21,57,75,71,71,12,67,42,6,89,45,49,92,51,78,93,41,87,17,18,64,57,26,10,33,90,78,80,49,6,54,83,24,71,95,45,18,14,36,64,82,94,85,19,85,46,46,59,93,92,97,3,58,7,72,71,39,95,85,20,68,7,84,97,15,92,34,91,87,28,29,95,51,55,82,73,53,20,7,20,83,70,53,2,19,79,41,14,59,25,96,91,37,24,32,55,88,26,94,32,8,94,33,25,96,42,63,39,4,38,6,27,15,70,59,49,37,20,28,10,92,5,23,61,66,26,7,7,70,50,71,28,38,54,58,97,81,36,65,47,44,97,25,18,96,86,35,76,59,94,36,28,62,64,76,62,62,72,77,15,18,68,23,92,30,48,33,52,62,43,52,91,61,97,9,39,31,98,75,85,9,13,61,46,63,11,56,48,38,81,9,60,21,44,40,64,17,46,71,5,2,81,42,79,12,65,99,64,30,95,87,17,72,61,40,45,51,4,49,56,40,71,3,5,58,66,96,52,13,1,76,11,30,17,68,88,43,14,68,33,84,65,98,79,71,92,8,50,65,97,10,66,40,24,32,85,83,13,80,25,67,56,46,95,1,21,68,95,47,36,48,91,84,46,9,26,39,81,1,76,66,36,48,39,39,58,39,5,40,55,97,66,92
17,74,34,16,27,11,91,29,17,72,2,68,89,5,44,77,84,54,30,55,31,80,58,34,7,59,76,38,32,95,71,38,30,62,78,14,93,42,57,18,86,70,31,1,60,86,43,43,38,35,45,75,15,69,33,85,79,37,55,74,20,65,36,66,48,10,43,42,25,56,1,45,82,95,27,33,68,19,53,1,4,93,39,38,36,64,63,66,72,14,58,58,11,65,77,56,99,60,14,3,28,78,39,35,35,34,29,99,25,91,8,31,8,86,62,65,63,66,70,88,27,87,47,5,50,91,58,37,1,98,41,82,60,62,3,24,87,82,14,18,34,35,65,89,98,19,19,25,6,83,20,90,78,13,57,37,84,21,82,74,18,45,22,48,99,97,2,81,33,19,66,94,83,65,68,59,58,59,44,8,15,21,14,11,17,74,99,23,56,72,31,97,34,68,74,36,18,54,2,41,72,21,52,37,48,67,36,6,79,89,64,30,4,81,6,79,61,67,7,42,3,52,10,47,59,2,18,30,8,80,38,26,45,96,64,8,51,31,43,74,88,50,58,38,84,68,3,7,85,62,53,99,89,76,62,40,35,15,64,26,97,44,88,1,25,95,52,25,78,91,32,8,68,18,36,12,40,76,68,32,45,49,77,10,86,56,12,68,16,95,45,98,57,46,82,65,37,78,85,6,27,60,3,33,12,6,26,31,22,63,84,75,60,19,42,62,74,55,23,22,46,77,16,28,81,97,33,21,94,19,95,35,83,47,78,34,71,96,77,10,37,29,51,98,98,93,93,96,25,45,80,40,63,22,56,27,51,34,91,26,18,36,30,79,58,35,92,4,91,21,96,26,41,94,23,32,81,37,47,22,18,82,7,52,3,85,91,50,84,11,30,26,13,62,91,20,85,16,89,10,51
18,96,4,94,48,14,96,91,52,29,5,23,13,19,79,98,80,4,79,32,35,32,33,94,33,9,78,30,50,78,54,39,73,54,36,6,51,72,5,81,58,87,83,10,76,49,90,46,6,29,46,79,68,69,50,96,17,77,17,75,12,11,88,23,26,38,95,66,44,92,23,92,3,59,92,64,32,76,81,82,64,62,29,77,5,13,83,33,45,33,94,84,88,28,71,41,56,19,87,7,84,31,62,93,2,66,60,66,12,81,78,28,26,26,35,56,42,80,27,23,24,30,51,63,95,57,28,96,24,50,43,49,96,65,96,64,19,50,14,5,68,34,65,71,93,49,12,52,94,72,99,3,61,69,92,86,13,19,80,78,48,99,58,76,81,24,99,27,64,34,77,58,19,40,82,42,80,92,36,16,82,66,50,28,53,11,69,26,65,62,75,39,3,43,82,10,48,34,75,57,63,52,29,19,32,29,91,52,64,50,48,1,89,70,98,59,42,78,89,38,69,23,12,76,82,33,36,9,60,69,73,41,81,98,13,38,65,65,31,86,89,5,52,84,27,56,86,86,13,3,23,57,47,83,91,32,77,49,4,72,33,44,93,37,83,22,95,15,38,26,55,43,12,39,8,75,7,68,18,47,33,41,96,79,41,82,74,46,57,11,10,26,34,91,86,58,79,44,33,81,76,60,51,86,58,97,48,66,74,8,85,65,72,93,21,18,35,31,7,81,41,18,35,90,33,13,23,53,9,66,84,35,42,34,9,29,76,70,16,9,87,6,85,23,39,66,96,42,71,74,19,31,14,48,23,49,40,9,49,8,27,26,59,15,24,85,82,54,73,9,48,96,14,50,69,60,26,68,24,21,77,63,89,34,85,7,23,89,89,35,77,89,92,16,57,62,8,84,21,92,33
19,32,81,70,97,10,29,7,39,59,27,73,9,69,38,24,57,53,42,87,26,88,43,53,95,82,60,37,66,73,70,38,25,26,47,75,80,90,84,42,82,3,40,90,69,21,64,19,29,42,62,27,71,31,5,75,58,28,50,20,28,70,84,66,92,75,24,79,18,68,34,4,77,13,13,58,38,25,60,1,13,1,63,11,86,22,73,91,86,4,68,47,84,29,85,98,1,77,77,5,86,26,63,89,17,71,5,23,14,36,93,4,5,68,34,39,39,30,63,75,26,61,80,6,79,39,27,30,60,70,98,52,91,84,3,8,98,94,42,64,96,62,87,44,32,6,25,14,52,22,46,59,92,44,24,62,42,57,74,48,64,45,75,74,95,85,72,54,20,93,2,49,53,76,34,82,29,25,36,53,4,45,73,4,5,43,18,47,52,5,76,30,59,21,76,68,56,20,62,6,95,69,8,42,49,53,30,75,53,39,6,6,97,36,55,23,28,83,46,72,23,78,3,35,81,53,94,77,5,6,91,38,90,30,72,94,98,42,80,73,15,74,5,99,72,27,59,34,94,7,21,79,34,46,35,96,44,91,53,67,16,8,23,2,65,67,53,44,68,93,78,36,2,50,33,68,18,39,73,41,74,80,56,50,98,44,49,49,19,62,47,4,53,67,35,51,25,31,51,12,69,99,19,24,95,54,28,25,28,97,51,17,50,53,15,52,34,60,37,31,45,69,29,97,10,86,65,38,25,11,8,67,45,81,16,46,72,24,19,64,66,61,62,72,40,42,29,7,76,61,17,90,24,77,79,33,85,95,69,51,35,8,12,86,69,56,99,51,78,4,2,9,48,51,29,67,69,18,59,23,92,82,21,39,83,46,14,83,15,55,49,36,3,50,57,47,23,91,76,22,30
20,16,67,60,56,92,30,93,15,67,36,17,14,89,44,80,14,65,77,76,66,87,7,29,39,6,47,20,19,25,36,95,10,66,76,52,30,24,74,19,17,79,57,75,53,23,53,92,32,73,17,92,52,88,50,42,26,73,85,7,43,72,81,71,26,50,94,98,84,66,72,9,34,40,74,55,92,30,61,6,88,61,3,66,73,74,10,29,5,94,44,48,23,82,92,44,56,29,1,55,35,60,55,16,14,58,8,50,68,12,78,88,40,88,94,25,70,47,55,35,33,12,37,53,73,21,78,2,43,49,64,40,67,11,56,36,5,28,53,96,38,7,70,14,72,53,23,90,28,83,86,89,32,93,74,41,80,75,2,84,19,60,89,45,63,99,86,48,4,15,76,47,17,76,76,53,81,99,72,25,26,16,22,12,23,62,78,46,40,17,79,13,47,37,16,15,78,49,35,56,7,65,68,18,92,42,32,94,28,40,29,18,11,98,51,38,33,68,13,76,86,58,81,35,31,54,59,80,75,57,23,31,3,79,48,31,93,17,9,59,67,71,75,75,88,28,85,53,62,67,92,66,40,37,96,66,74,25,34,88,80,40,85,83,92,24,57,68,91,48,49,72,57,53,97,60,89,30,54,83,39,55,27,96,98,50,30,97,81,93,44,44,95,56,49,16,52,23,46,79,21,63,14,41,20,82,74,98,1,33,59,34,33,68,87,95,12,80,99,55,95,5,21,55,72,64,59,55,11,17,97,57,10,40,71,51,91,63,69,80,13,70,13,42,96,40,33,70,35,32,42,43,95,4,95,71,85,43,41,3,30,73,4,88,19,5,52,92,54,89,53,23,83,42,2,29,41,85,49,96,90,81,80,36,37,46,2,37,87,66,62,86,76,77,13,39,79,36,15,87,92
21,89,62,13,67,24,19,25,78,47,92,86,78,86,46,54,3,48,16,18,8,59,38,6,27,66,57,28,97,18,21,11,25,23,16,91,20,69,67,82,49,23,58,61,58,61,38,42,24,72,12,53,85,27,63,50,57,90,79,95,88,33,52,84,73,22,98,87,19,75,25,83,17,13,99,45,15,92,6,19,95,67,20,25,36,62,34,52,7,33,55,53,65,40,48,54,82,85,43,88,60,46,9,2,41,84,73,67,91,19,83,63,43,19,49,3,48,89,60,5,48,37,16,42,19,55,22,56,52,79,96,89,70,49,59,2,22,93,74,93,42,20,8,10,40,78,6,30,65,34,4,42,79,52,37,25,17,63,97,29,90,73,68,2,50,66,68,8,4,65,70,36,26,92,91,68,1,12,71,6,10,65,55,11,19,58,76,69,17,64,86,70,28,45,13,38,81,39,73,81,41,11,26,38,31,16,4,8,53,8,43,37,53,42,80,97,34,83,71,5,62,48,79,67,67,98,29,33,27,79,3,12,1,10,1,30,35,48,82,6,35,82,64,91,43,89,41,8,12,25,99,86,48,56,13,48,49,26,8,77,69,65,59,63,2,98,14,38,42,51,92,51,38,46,4,87,65,35,11,96,37,15,6,58,92,66,18,40,63,38,96,66,81,30,84,35,71,73,90,19,92,85,60,16,72,37,68,15,46,33,20,6,21,97,11,90,15,21,84,1,42,15,51,68,48,35,97,73,76,54,83,75,32,18,35,29,66,91,99,93,1,55,83,22,48,25,6,15,43,32,48,83,27,17,4,40,79,77,21,98,59,46,45,2,60,23,34,40,1,71,68,33,38,19,78,49,15,36,33,70,14,29,97,67,88,41,52,76,70,31,97,75,20,78,73,87,37,31,1,5,40
22,76,9,19,82,9,62,61,68,19,56,43,53,60,69,82,4,54,26,38,67,14,99,96,71,87,81,3,61,2,60,81,36,87,83,17,37,36,93,46,89,41,25,7,16,12,45,90,73,76,60,84,42,8,66,7,31,50,93,30,40,92,31,27,77,20,55,97,92,67,33,44,90,61,33,44,82,59,62,63,80,8,41,61,97,52,16,86,68,80,49,85,9,36,51,99,47,39,43,2,32,64,85,6,99,40,79,58,90,2,86,47,69,15,52,70,91,41,66,40,42,51,72,93,34,37,95,92,54,69,24,4,49,95,97,62,31,16,44,50,79,99,6,26,34,40,94,60,34,45,11,18,62,86,98,64,12,17,78,64,61,70,1,11,33,40,24,6,16,38,22,47,34,78,19,66,13,3,81,68,27,55,57,37,37,11,52,53,35,51,75,87,40,46,91,34,63,86,94,14,40,73,91,3,49,62,33,94,25,95,36,33,37,78,11,90,91,28,88,65,74,24,56,65,77,51,53,76,61,19,72,15,99,3,59,81,91,79,12,81,27,20,23,56,80,19,73,66,60,39,22,88,53,28,28,33,92,55,3,40,62,38,81,63,56,36,77,18,21,11,55,3,15,80,6,38,88,96,43,36,86,49,94,34,58,43,76,96,13,8,96,8,2,72,85,23,37,93,18,8,47,31,96,55,28,11,40,30,58,28,22,74,98,71,89,79,46,83,41,75,90,43,92,78,76,73,47,80,84,54,70,21,76,47,75,37,2,71,70,18,7,75,28,4,71,40,77,61,65,41,12,91,55,20,10,85,70,38,96,72,51,81,57,24,15,16,72,11,86,26,89,4,39,2,67,28,16,22,41,35,35,55,54,92,45,41,15,73,10,31,56,6,8,14,74,38,5,68,12,78,6
23,42,74,29,45,52,87,59,89,13,29,96,9,51,66,69,14,42,34,32,24,78,41,34,71,37,93,45,46,71,30,70,53,71,68,35,32,80,21,10,90,3,12,34,3,53,53,57,77,59,84,70,55,15,25,66,33,5,64,84,7,37,74,27,35,89,10,66,89,50,88,9,51,88,98,19,15,59,6,15,88,83,18,63,7,52,94,75,34,82,58,86,66,59,71,26,37,11,82,5,96,96,41,98,71,10,54,51,66,22,32,94,34,62,35,16,2,8,68,65,92,49,34,63,10,44,93,89,80,64,92,92,60,61,88,97,79,49,78,37,12,4,7,39,16,19,48,48,80,22,52,76,29,5,74,89,49,45,97,58,91,94,25,2,95,95,98,36,33,33,21,23,78,5,27,9,88,48,47,65,45,84,93,79,39,54,88,27,69,69,5,12,52,28,36,74,20,39,86,56,44,31,28,11,14,77,51,69,62,29,36,71,52,70,72,56,28,65,75,12,43,26,49,9,21,13,5,68,84,1,87,40,58,6,69,93,40,96,43,2,81,98,58,83,10,56,33,26,83,59,16,97,63,39,45,50,99,72,51,79,62,56,35,16,41,39,94,45,11,41,69,97,67,4,55,22,77,76,15,39,13,39,24,55,43,57,53,2,95,8,90,19,91,58,75,85,86,17,74,55,10,62,38,56,98,62,56,70,71,52,56,38,74,65,16,21,20,75,80,99,52,29,76,89,67,90,12,96,16,25,67,74,55,98,46,30,57,43,54,5,83,82,1,81,38,6,28,45,58,4,89,74,6,85,23,32,16,29,19,10,80,7,1,64,28,20,53,47,20,98,41,69,92,42,98,64,2,60,34,45,19,52,94,95,42,56,57,18,28,2,67,35,35,82,93,75,90,38,12,52,14
24,78,81,95,42,67,21,90,41,32,91,82,34,98,87,89,32,79,62,32,96,43,65,85,20,95,4,49,99,85,5,99,77,7,4,23,59,36,13,40,14,15,53,39,12,46,9,59,36,45,37,64,50,13,91,43,52,32,64,31,27,94,8,79,50,99,1,7,90,51,43,38,68,17,87,89,36,4,59,18,88,54,72,24,94,10,23,94,1,90,37,31,47,10,42,76,7,53,80,29,81,76,16,65,43,32,54,92,51,25,1,48,50,44,94,72,22,95,48,53,27,64,82,21,45,50,98,57,92,69,19,54,43,12,17,26,82,64,48,26,48,10,45,86,4,80,14,57,1,41,72,71,77,59,2,49,36,62,91,59,53,76,11,90,63,20,5,2,80,54,84,18,73,47,58,42,20,79,26,63,33,4,46,58,13,65,18,88,30,21,46,75,3,90,79,34,99,76,7,61,47,33,34,48,26,7,37,72,77,32,16,35,49,17,12,32,89,3,4,67,70,12,86,70,65,28,69,42,5,28,73,16,87,5,16,10,49,4,38,40,81,93,6,40,62,16,99,51,92,37,16,63,31,84,52,33,2,35,56,88,1,18,79,60,56,49,13,71,54,41,74,79,83,58,59,43,91,23,43,95,40,33,35,72,52,53,88,32,50,84,55,90,43,99,84,15,89,96,7,32,16,34,18,8,30,99,24,43,83,71,42,43,54,67,52,30,46,7,87,15,58,90,14,25,87,78,30,57,77,49,74,71,81,10,14,94,32,70,43,68,53,6,45,75,72,81,7,48,24,55,6,56,65,55,6,53,9,5,72,83,29,94,90,56,61,90,10,34,31,62,12,23,14,54,82,85,32,79,6,80,86,83,13,69,94,77,92,70,45,80,38,91,23,28,74,24,28,60,47,16,76
25,5,18,67,41,63,64,29,40,69,87,65,44,31,72,44,48,38,97,59,23,76,71,94,9,43,66,35,57,70,11,44,61,47,34,8,10,36,90,98,36,88,22,9,76,27,80,11,75,14,43,65,72,4,65,39,79,62,8,87,83,33,37,22,22,19,66,31,3,83,70,59,25,59,19,13,42,9,69,64,41,12,2,53,45,61,58,16,65,60,54,59,32,4,5,91,91,81,82,52,7,78,22,54,8,69,56,14,21,76,65,25,32,20,60,41,7,92,52,28,97,69,46,35,60,10,62,90,27,48,77,85,29,69,65,17,77,5,20,20,90,55,57,20,39,96,8,86,91,70,53,83,55,30,13,42,88,70,43,13,80,38,37,75,53,56,81,9,20,4,80,94,47,41,42,3,98,79,15,51,62,76,39,15,53,34,18,30,10,63,92,74,99,75,1,34,72,94,31,76,5,41,92,66,59,76,18,20,34,8,22,61,88,14,43,72,27,99,37,47,96,95,19,28,97,73,81,63,86,44,18,91,71,51,38,69,87,6,24,79,40,2,64,94,34,86,48,65,85,52,48,98,98,53,66,92,95,63,45,96,43,76,67,88,49,83,50,58,84,23,87,9,47,77,19,94,93,3,56,16,45,23,80,28,18,86,56,45,29,69,61,5,18,99,8,6,56,53,6,28,19,99,71,50,23,41,19,87,50,91,19,11,1,67,60,90,47,34,65,82,73,97,25,57,88,22,53,15,85,25,49,72,14,52,7,2,48,26,38,86,3,99,8,49,42,40,2,41,28,72,38,22,16,22,55,3,64,80,58,39,46,94,13,77,12,1,20,92,46,39,74,88,24,49,45,11,98,30,59,14,27,63,35,52,66,8,7,98,48,12,13,75,74,1,87,92,11,38,2,33,84
